Clinic Type,Priority,Clinic Name,Medical Director,Primary Contact Name,Primary Contact Title,Primary Email,Secondary Email,Primary Phone,Secondary Phone,Street Address,City,State,Country,Website Domain,Website Full URL,Specialization Tags,Key Differentiators,CrisPRO Fit Score (1-5),NCI Designation,Caris Partnership,Patient Volume,Key Technologies,Outreach Status,Initial Contact Date,Last Contact Date,Follow-up Date,Response Received,Response Type,Partnership Level,Next Action,Notes,Data Quality,Last Updated
Integrative,Tier 1A,Cancer Center for Healing,Dr. Leigh Erin Connealy MD,Dr. Leigh Erin Connealy,Medical Director,info@cancercenterforhealing.com,connealypr@gmail.com,(949) 680-1880,,6 Hughes Suite 130,Irvine,CA,USA,cancercenterforhealing.com,https://cancercenterforhealing.com,"Integrative Oncology; RGCC Testing; Large Scale Operations",Largest integrative clinic in NA (30k sq ft 65k+ patients),5,No,No,65000+,RGCC testing,Pending,,,,,,"PR contact: connealypr@gmail.com",Complete,2026-01-01
Integrative,Tier 1A,Hope4Cancer Treatment Centers,Dr. Antonio Jimenez MD ND,Dr. Antonio Jimenez,Medical Director,info@hope4cancer.com,,(888) 544-5993,,"Tijuana & Cancun (Mexico); Bangkok (Thailand); Barranquilla (Colombia)",Multiple,Multiple,International,hope4cancer.com,https://hope4cancer.com,"Integrative Oncology; Photodynamic Therapy; Immunotherapy",Multi-country locations 25+ years experience,4,No,No,Unknown,7 Key Principles photodynamic therapy,Pending,,,,,,"Direct email available",Complete,2026-01-01
Integrative,Tier 1A,An Oasis of Healing,Dr. Thomas Lodi MD(H),Dr. Thomas Lodi,Medical Director,donoharm@pol.net,,(480) 834-5414,,210 N Center St Suite 201,Mesa,AZ,USA,anoasisofhealing.com,https://anoasisofhealing.com,"Breast Cancer; Ovarian Cancer; Metabolic Protocols; Plant-Based Nutrition",Hormone-driven cancers specialist,4,No,No,Unknown,Raw plant-based nutrition metabolic protocols,Pending,,,,,,"Direct email available",Complete,2026-01-01
Integrative,Tier 1B,Brio-Medical Cancer Clinic,Dr. Walter Kim MD,Jason DeMartino,CEO,info@brio-medical.com,333992@email4pr.com,(866) 379-8381,,11000 N Scottsdale Rd Suite 115,Scottsdale,AZ,USA,brio-medical.com,https://brio-medical.com,"Holistic Cancer Therapies; Non-Toxic Treatments",CEO: Jason DeMartino President: Rusty Roberts,5,No,No,Unknown,All stages/types holistic therapies,Pending,,,,,,"Phone contact only for CEO",Complete,2026-01-01
Integrative,Tier 1B,Envita Medical Centers,Leadership team,Leadership team,Leadership,info@envita.com,,(866) 830-4576,,8759 E Bell Rd Bldg G,Scottsdale,AZ,USA,envita.com,https://envita.com,"Complex/Late-Stage Cancers; Genomic Medicine; Immunotherapy Combinations",Licensed medical facility genomic testing focus,5,No,No,Unknown,Genomic medicine immunotherapy combinations,Pending,,,,,,"Genomic testing focus",Complete,2026-01-01
Integrative,Tier 1B,Issels Immuno-Oncology,"Dr. Christian N. Issels ND; Dr. Grant P. Williams MD",Dr. Christian N. Issels,Medical Director,internationalimmunotherapy@gmail.com,,(805) 500-8943,,"San Diego CA (primary); Mexico (cellular therapy)",San Diego,CA,USA,issels.com,https://issels.com,"Non-Toxic Immunotherapy; Dendritic Cell Therapy; NK Cell Therapy",Comprehensive immunotherapy program,4,No,No,Unknown,Dendritic/NK cell therapies,Pending,,,,,,"Direct email available",Complete,2026-01-01
Integrative,Tier 2,Dayspring Cancer Clinic,Dr. Andrew Dickens NMD,Dr. Dean R. Silver,Medical Advisory Board,Partial email (RocketReach),,(480) 699-7400,,2401 N Hayden Rd Ste 114,Scottsdale,AZ,USA,dayspringcancerclinic.com,https://dayspringcancerclinic.com,"4-Week Outpatient Program; Genetic Testing",Dr. Michael Kessler DC (genetic testing specialist),4,No,No,Unknown,4-week outpatient program research-based protocols,Pending,,,,,,"Research-based protocols",Needs Email,2026-01-01
Integrative,Tier 2,Immunity Therapy Center,Dr. Carlos Bautista MD,Dr. Carlos Bautista,Founder,info@immunitytherapycenter.com,,Contact form only,,"Tijuana Mexico",Tijuana,,Mexico,immunitytherapycenter.com,https://immunitytherapycenter.com,"Stem Cell Therapies; Natural Cancer Treatments",25+ years experience,4,No,No,Unknown,"Treating physicians: Dr. David Alvarez Dr. Pablo Orozco Dr. Adolfo Carrillo",Pending,,,,,,"Contact form only",Needs Phone,2026-01-01
Integrative,Tier 2,Oasis of Hope Hospital,Dr. Francisco Contreras MD,Mario Jacobo,Follow-up Coordinator,followup@oasisofhope.com,,(619) 690-8450,,"Tijuana Mexico",Tijuana,,Mexico,oasisofhope.com,https://oasisofhope.com,"Alternative Cancer Treatment; Integrative Protocols",100k+ patients since 1963 established facility,4,No,No,100000+,Integrative protocols,Pending,,,,,,"Established facility",Complete,2026-01-01
Integrative,Tier 3,New Hope Unlimited,"Dr. Fredda Branyon (Owner); Dr. Jose Pacheco MD (Medical Director)",Jose Luis Becerra,Chief Lab,Contact via form at newhopeunlimited.com,,(480) 757-6573,,"San Luis Rio Colorado Mexico (Tucson AZ office)",Tucson,AZ,USA,newhopeunlimited.com,https://newhopeunlimited.com,"Stage 3/4 Cancers; Lung Cancer; Liver Cancer; Melanoma; Residential Care",Residential 7-day program,4,No,No,Unknown,Residential care model,Pending,,,,,,"Contact form only",Needs Email,2026-01-01
Integrative,Tier 3,Verita Life,Leadership team,Leadership team,Leadership,thailand@veritalife.com,,#ERROR!,,I-Tower Floor 19,Bangkok,10900,Thailand,veritalife.com,https://veritalife.com,"Hyperthermia; Dendritic Cell Therapy; IPT; Personalized Protocols",International locations Thai/AUS/UK phone numbers available,3,No,No,Unknown,Hyperthermia dendritic cell therapy IPT,Pending,,,,,,"Phone number error - needs correction",Needs Phone,2026-01-01
Academic/Precision Medicine,Tier 1A,MD Anderson Cancer Center (Precision Oncology),Dr. Chuan Wu,Dr. Chuan Wu,Computational Precision Oncology Lab,CWu19@MDAnderson.org,,(713) 582-2393,(877) 632-6789,1515 Holcombe Blvd Unit 1902,Houston,TX,USA,mdanderson.org,https://mdanderson.org/research/precision-oncology,"Computational Precision Oncology; Genomic Profiling; Clinical Trials; Targeted Therapy",World-renowned cancer center comprehensive precision medicine,5,Yes,Unknown,Unknown,Computational precision oncology MSK-IMPACT testing,Pending,,,,,,"New patients: (877) 632-6789",Complete,2026-01-01
Academic/Precision Medicine,Tier 1A,Memorial Sloan Kettering Cancer Center (MSK Immunotherapy),Leadership team (Early Drug Development/ITC),Leadership team,Early Drug Development/ITC,international@mskcc.org,,(212) 639-2000,Contact form only,1275 York Ave,New York,NY,USA,mskcc.org,https://mskcc.org,"Immunotherapy; CAR-T; Checkpoint Blockade; Precision Cellular Therapy; Clinical Trials",Immuno-Oncology Program 2025 tissue-agnostic approach mutational profiling,5,Yes,Unknown,Unknown,MSK-IMPACT testing CAR-T checkpoint blockade,Pending,,,,,,"Contact form only",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 1A,Siteman Cancer Center (WashU),Leadership team,Leadership team,Leadership,Contact via form at siteman.wustl.edu,,(314) 747-7222,,St. Louis,MO,USA,siteman.wustl.edu,https://siteman.wustl.edu,"Precision Medicine; Genomic Testing",Birthplace of precision medicine ChromoSeq/GatewaySeq first cancer genome sequenced,5,Yes,Unknown,Unknown,ChromoSeq GatewaySeq genomic testing,Pending,,,,,,"Contact form only",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 1B,UCSD Precision Immunotherapy Clinic,Dr. Sandip P. Patel MD,Dr. Sandip P. Patel,Director,cancercto@ucsd.edu,,(858) 246-5300,,3855 Health Sciences Dr,La Jolla,CA,USA,health.ucsd.edu,https://health.ucsd.edu/care/cancer/treatments/immunotherapy,"Immunotherapy Clinical Trials; DNA/Immune Profiling; Personalized Therapies",No referral needed early-stage clinical trials world-renowned research,5,Yes,Unknown,Unknown,DNA/immune profiling personalized therapies,Pending,,,,,,"No referral needed",Complete,2026-01-01
Academic/Precision Medicine,Tier 1B,Dana-Farber Cancer Institute (Profile/Precision Medicine),Leadership team,Leadership team,Leadership,Contact via form at dana-farber.org,,(617) 632-3000,,450 Brookline Ave,Boston,MA,USA,dana-farber.org,https://dana-farber.org/research/featured/precision-cancer-medicine,"Profile Tumor Genotyping; Targeted Therapy; Immunotherapy Research; Clinical Trials",Genetic mutations ID personalized treatment matching pioneering checkpoint inhibitor research,5,Yes,Unknown,Unknown,Profile tumor genotyping targeted therapy,Pending,,,,,,"Contact form only",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 1B,Johns Hopkins inHealth Precision Medicine,Dr. Vasan Yegansubramanian MD PhD,Dr. Vasan Yegansubramanian,Assoc Director,Contact form only,Contact form only,Contact form only,Contact form only,Baltimore,MD,USA,pm.jh.edu,Contact via form at pm.jh.edu,"Precision Medicine Initiative; Genomics; Immunotherapy; Advanced Cancer Care",Bloomberg~Kimmel Institute cutting-edge immunotherapy research multi-disciplinary approach,5,Yes,Unknown,Unknown,Precision medicine initiative genomics,Pending,,,,,,"Contact form only",Needs Contact Info,2026-01-01
Academic/Precision Medicine,Tier 1B,UCLA Precision Health (Cancer Immunotherapy),Leadership team,Leadership team,Leadership,precisionhealth@mednet.ucla.edu,,(310) 206-6907,,Los Angeles,CA,USA,uclahealth.org,https://uclahealth.org/precision-health,"CAR-NKT Cell Therapy; Off-the-Shelf Immunotherapy; Precision Medicine; Ovarian/Breast Cancer Research",Broad Stem Cell Research Center $5k per dose CAR therapy cutting-edge cancer vaccines,5,Yes,Unknown,Unknown,CAR-NKT cell therapy off-the-shelf immunotherapy,Pending,,,,,,"Broad Stem Cell Research Center",Complete,2026-01-01
Academic/Precision Medicine,Tier 1B,UCSF Helen Diller Cancer Center (Precision Medicine),Leadership team,Leadership team,Leadership,cancer_referrals@ucsf.edu,,(415) 353-7100,,San Francisco,CA,USA,cancer.ucsf.edu,https://cancer.ucsf.edu/research/molecular-oncology,"Molecular Oncology Initiative; Tumor Board; UCSF 500 Gene Panel; Precision Imaging",Precision Cancer Medicine Building molecular profiling NCI-designated comprehensive center,5,Yes,Unknown,Unknown,UCSF 500 gene panel precision imaging,Pending,,,,,,"NCI-designated comprehensive center",Complete,2026-01-01
Academic/Precision Medicine,Tier 1B,Penn Medicine Abramson Cancer Center,Dr. Robert Vonderheide,Dr. Robert Vonderheide,Director,Contact via form at pennmedicine.org,,(800) 789-7366,,3400 Civic Center Blvd,Philadelphia,PA,USA,pennmedicine.org,https://pennmedicine.org/specialties/cancer,"Caris Precision Oncology Alliance; Liquid Biopsy; Molecular Profiling; Genomic Research",NCI-designated comprehensive center 314 faculty members paradigm-shifting research,5,Yes,Caris POA,Unknown,Caris Precision Oncology Alliance liquid biopsy,Pending,,,,,,"Caris POA member",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 1B,Northwestern Medicine Lurie Cancer Center (OncoSET),Dr. Massimo Cristofanilli,Dr. Massimo Cristofanilli,OncoSET Director,cancer@northwestern.edu,,(312) 695-0990,,Chicago,IL,USA,cancer.northwestern.edu,https://cancer.northwestern.edu/cancer-care/oncoset,"OncoSET Precision Medicine; Sequence-Evaluate-Treat; Molecular Tumor Board; Genomic Sequencing",NCI-designated comprehensive center CAR-T program hematopoietic stem cell transplant leader,5,Yes,Unknown,Unknown,OncoSET sequence-evaluate-treat molecular tumor board,Pending,,,,,,"NCI-designated comprehensive center",Complete,2026-01-01
Academic/Precision Medicine,Tier 1B,OHSU Knight Cancer Institute,Dr. Lara Davis,Dr. Lara Davis,Director,KnightCancerCRO@ohsu.edu,,(503) 494-8534,,Portland,OR,USA,ohsu.edu,https://ohsu.edu/knight-cancer-institute,"Precision Oncology",SMMART clinical trials CAR T-cell therapy Dr. Brian Druker's Gleevec legacy biofabrication,5,Yes,Unknown,Unknown,SMMART clinical trials CAR T-cell therapy,Pending,,,,,,"Dr. Brian Druker's Gleevec legacy",Complete,2026-01-01
Academic/Precision Medicine,Tier 1B,Fred Hutch Sloan Precision Oncology Institute,Dr. Peter Nelson,Dr. Peter Nelson,Director,cancerconsortium@fredhutch.org,,(206) 667-5000,,Seattle,WA,USA,fredhutch.org,https://fredhutch.org,"Precision Oncology",Molecular profiling genomic diagnostics rapid drug screening theranostics,5,Yes,Unknown,Unknown,Molecular profiling genomic diagnostics theranostics,Pending,,,,,,"Molecular profiling focus",Complete,2026-01-01
Academic/Precision Medicine,Tier 1B,University of Michigan Rogel Cancer Center,Leadership team,Leadership team,Leadership,Contact via form at uofmhealth.org,,(734) 936-4000,,Ann Arbor,MI,USA,uofmhealth.org,https://uofmhealth.org/rogel,"Comprehensive Cancer",NCI comprehensive designation multidisciplinary tumor boards clinical trials,5,Yes,Unknown,Unknown,Multidisciplinary tumor boards clinical trials,Pending,,,,,,"NCI comprehensive designation",Needs Email,2026-01-01
Academic/Precision Medicine,Tier 1B,Moffitt Cancer Center (Precision Medicine),Dr. Patrick Hwu,Dr. Patrick Hwu,CEO,Contact via form at moffitt.org,,(813) 745-4673,,Tampa,FL,USA,moffitt.org,https://moffitt.org,"Precision Medicine",Total Cancer Care ORIEN alliance CAR T-cell therapy (2000+ patients) immunotherapy leader,5,Yes,Unknown,2000+,Total Cancer Care ORIEN alliance CAR T-cell therapy,Pending,,,,,,"CAR T-cell therapy (2000+ patients)",Needs Email,2026-01-01
